L,n_sweeps,rep,dwd
256,3200,47,0.00000000
256,3200,48,0.00000000
256,3200,49,0.00404358
256,3200,50,0.00000000
256,3200,51,0.00402832
256,3200,52,0.00404358
256,3200,53,0.00000000
256,3200,54,0.00000000
256,3200,55,0.00000000
256,3200,56,0.00405884
256,3200,57,0.00000000
256,3200,58,0.00000000
256,3200,59,0.00000000
256,3200,60,0.00000000
256,3200,61,0.00000000
256,3200,62,0.00000000
256,3200,63,0.00407410
256,3200,64,0.00000000
256,3200,65,0.00000000
256,3200,66,0.00000000
256,3200,67,0.00000000
256,3200,68,0.00405884
256,3200,69,0.00000000
256,3200,70,0.00404358
256,3200,71,0.00408936
256,3200,72,0.00000000
256,3200,73,0.00000000
256,3200,74,0.00416565
256,3200,75,0.00000000
256,3200,76,0.00000000
256,3200,77,0.00401306
256,3200,78,0.00000000
256,3200,79,0.00000000
256,3200,80,0.00402832
256,3200,81,0.00000000
256,3200,82,0.00000000
256,3200,83,0.00407410
256,3200,84,0.00000000
256,3200,85,0.00000000
256,3200,86,0.00405884
256,3200,87,0.00000000
256,3200,88,0.00000000
256,3200,89,0.00404358
256,3200,90,0.00000000
256,3200,91,0.00000000
256,3200,92,0.00000000
256,3200,93,0.00000000
256,3200,94,0.00000000
256,3200,95,0.00000000
256,3200,96,0.00000000
256,3200,97,0.00000000
256,3200,98,0.00000000
256,3200,99,0.00000000
256,3200,100,0.00000000
256,3200,101,0.00407410
256,3200,102,0.00000000
256,3200,103,0.00402832
256,3200,104,0.00402832
256,3200,105,0.00000000
256,3200,106,0.00000000
256,3200,107,0.00402832
256,3200,108,0.00000000
256,3200,109,0.00000000
256,3200,110,0.00410461
256,3200,111,0.00410461
256,3200,112,0.00000000
256,3200,113,0.00408936
256,3200,114,0.00407410
256,3200,115,0.00407410
256,3200,116,0.00000000
256,3200,117,0.00000000
256,3200,118,0.00000000
256,3200,119,0.00407410
256,3200,120,0.00000000
256,3200,121,0.00407410
256,3200,122,0.00000000
256,3200,123,0.00000000
256,3200,124,0.00411987
256,3200,125,0.00000000
256,3200,126,0.00000000
256,3200,127,0.00000000
256,3200,128,0.00000000
256,3200,129,0.00399780
256,3200,130,0.00000000
256,3200,131,0.00000000
256,3200,132,0.00000000
256,3200,133,0.00402832
256,3200,134,0.00000000
256,3200,135,0.00000000
256,3200,136,0.00000000
256,3200,137,0.00000000
256,3200,138,0.00000000
256,3200,139,0.00000000
256,3200,140,0.00000000
256,3200,141,0.00000000
256,3200,142,0.00000000
256,3200,143,0.00410461
256,3200,144,0.00000000
256,3200,145,0.00411987
256,3200,146,0.00000000
256,3200,147,0.00000000
256,3200,148,0.00405884
256,3200,149,0.00399780
256,3200,150,0.00000000
256,3200,151,0.00000000
256,3200,152,0.00413513
256,3200,153,0.00000000
256,3200,154,0.00000000
256,3200,155,0.00405884
256,3200,156,0.00000000
256,3200,157,0.00402832
256,3200,158,0.00000000
256,3200,159,0.00000000
256,3200,160,0.00000000
256,3200,161,0.00000000
256,3200,162,0.00000000
256,3200,163,0.00000000
256,3200,164,0.00000000
256,3200,165,0.00405884
256,3200,166,0.00415039
256,3200,167,0.00402832
256,3200,168,0.00000000
256,3200,169,0.00402832
256,3200,170,0.00402832
256,3200,171,0.00000000
256,3200,172,0.00000000
256,3200,173,0.00407410
256,3200,174,0.00000000
256,3200,175,0.00000000
256,3200,176,0.00000000
256,3200,177,0.00404358
256,3200,178,0.00000000
256,3200,179,0.00000000
256,3200,180,0.00000000
256,3200,181,0.00000000
256,3200,182,0.00404358
256,3200,183,0.00000000
256,3200,184,0.00416565
256,3200,185,0.00000000
256,3200,186,0.00000000
256,3200,187,0.00407410
256,3200,188,0.00401306
256,3200,189,0.00405884
256,3200,190,0.00411987
256,3200,191,0.00000000
256,3200,192,0.00405884
256,3200,193,0.00000000
256,3200,194,0.00000000
256,3200,195,0.00000000
256,3200,196,0.00000000
256,3200,197,0.00000000
256,3200,198,0.00000000
256,3200,199,0.00000000
256,6400,0,0.00401306
256,6400,1,0.00404358
256,6400,2,0.00000000
256,6400,3,0.00000000
256,6400,4,0.00000000
256,6400,5,0.00781250
256,6400,6,0.00410461
256,6400,7,0.00000000
256,6400,8,0.00407410
256,6400,9,0.00405884
256,6400,10,0.00000000
256,6400,11,0.00410461
256,6400,12,0.00408936
256,6400,13,0.00399780
256,6400,14,0.00000000
256,6400,15,0.00000000
256,6400,16,0.00000000
256,6400,17,0.00413513
256,6400,18,0.00000000
256,6400,19,0.00000000
256,6400,20,0.00000000
256,6400,21,0.00000000
256,6400,22,0.00407410
256,6400,23,0.00000000
256,6400,24,0.00399780
256,6400,25,0.00000000
256,6400,26,0.00411987
256,6400,27,0.00000000
256,6400,28,0.00405884
256,6400,29,0.00000000
256,6400,30,0.00407410
256,6400,31,0.00405884
256,6400,32,0.00401306
256,6400,33,0.00000000
256,6400,34,0.00404358
256,6400,35,0.00000000
256,6400,36,0.00402832
256,6400,37,0.00000000
256,6400,38,0.00410461
256,6400,39,0.00404358
256,6400,40,0.00000000
256,6400,41,0.00000000
256,6400,42,0.00000000
256,6400,43,0.00000000
256,6400,44,0.00000000
256,6400,45,0.00000000
256,6400,46,0.00405884
256,6400,47,0.00000000
256,6400,48,0.00000000
256,6400,49,0.00404358
256,6400,50,0.00000000
256,6400,51,0.00000000
256,6400,52,0.00000000
256,6400,53,0.00000000
256,6400,54,0.00407410
256,6400,55,0.00000000
256,6400,56,0.00000000
256,6400,57,0.00407410
256,6400,58,0.00000000
256,6400,59,0.00000000
256,6400,60,0.00402832
256,6400,61,0.00000000
256,6400,62,0.00000000
256,6400,63,0.00410461
256,6400,64,0.00000000
256,6400,65,0.00000000
256,6400,66,0.00000000
256,6400,67,0.00000000
256,6400,68,0.00000000
256,6400,69,0.00000000
256,6400,70,0.00000000
256,6400,71,0.00402832
256,6400,72,0.00404358
256,6400,73,0.00404358
256,6400,74,0.00398254
256,6400,75,0.00000000
256,6400,76,0.00000000
256,6400,77,0.00000000
256,6400,78,0.00000000
256,6400,79,0.00407410
256,6400,80,0.00411987
256,6400,81,0.00000000
256,6400,82,0.00408936
256,6400,83,0.00000000
256,6400,84,0.00000000
256,6400,85,0.00000000
256,6400,86,0.00000000
256,6400,87,0.00000000
256,6400,88,0.00404358
256,6400,89,0.00408936
256,6400,90,0.00000000
256,6400,91,0.00408936
256,6400,92,0.00402832
256,6400,93,0.00000000
256,6400,94,0.00781250
256,6400,95,0.00000000
256,6400,96,0.00402832
256,6400,97,0.00000000
256,6400,98,0.00000000
256,6400,99,0.00402832
256,6400,100,0.00402832
256,6400,101,0.00411987
256,6400,102,0.00000000
256,6400,103,0.00000000
256,6400,104,0.00000000
256,6400,105,0.00000000
256,6400,106,0.00000000
256,6400,107,0.00000000
256,6400,108,0.00000000
256,6400,109,0.00405884
256,6400,110,0.00402832
256,6400,111,0.00000000
256,6400,112,0.00000000
256,6400,113,0.00402832
256,6400,114,0.00410461
256,6400,115,0.00404358
256,6400,116,0.00000000
256,6400,117,0.00404358
256,6400,118,0.00000000
256,6400,119,0.00000000
256,6400,120,0.00000000
256,6400,121,0.00413513
256,6400,122,0.00405884
256,6400,123,0.00410461
256,6400,124,0.00000000
256,6400,125,0.00405884
256,6400,126,0.00408936
256,6400,127,0.00000000
256,6400,128,0.00000000
256,6400,129,0.00408936
256,6400,130,0.00000000
256,6400,131,0.00000000
256,6400,132,0.00000000
256,6400,133,0.00402832
256,6400,134,0.00000000
256,6400,135,0.00000000
256,6400,136,0.00000000
256,6400,137,0.00000000
256,6400,138,0.00405884
256,6400,139,0.00407410
256,6400,140,0.00000000
256,6400,141,0.00404358
256,6400,142,0.00402832
256,6400,143,0.00000000
256,6400,144,0.00404358
256,6400,145,0.00000000
256,6400,146,0.00000000
256,6400,147,0.00408936
256,6400,148,0.00000000
256,6400,149,0.00399780
256,6400,150,0.00000000
256,6400,151,0.00000000
256,6400,152,0.00000000
256,6400,153,0.00000000
256,6400,154,0.00402832
256,6400,155,0.00000000
256,6400,156,0.00000000
256,6400,157,0.00399780
256,6400,158,0.00410461
256,6400,159,0.00000000
256,6400,160,0.00000000
256,6400,161,0.00404358
256,6400,162,0.00000000
256,6400,163,0.00405884
256,6400,164,0.00000000
256,6400,165,0.00408936
256,6400,166,0.00405884
256,6400,167,0.00000000
256,6400,168,0.00000000
256,6400,169,0.00000000
256,6400,170,0.00000000
256,6400,171,0.00000000
256,6400,172,0.00000000
256,6400,173,0.00000000
256,6400,174,0.00000000
256,6400,175,0.00407410
256,6400,176,0.00000000
256,6400,177,0.00000000
256,6400,178,0.00000000
256,6400,179,0.00000000
256,6400,180,0.00000000
256,6400,181,0.00000000
256,6400,182,0.00000000
256,6400,183,0.00404358
256,6400,184,0.00000000
256,6400,185,0.00000000
256,6400,186,0.00000000
256,6400,187,0.00000000
256,6400,188,0.00407410
256,6400,189,0.00000000
256,6400,190,0.00405884
256,6400,191,0.00402832
256,6400,192,0.00000000
256,6400,193,0.00000000
256,6400,194,0.00000000
256,6400,195,0.00000000
256,6400,196,0.00000000
256,6400,197,0.00000000
256,6400,198,0.00000000
256,6400,199,0.00000000
256,12800,0,0.00000000
256,12800,1,0.00410461
256,12800,2,0.00407410
256,12800,3,0.00000000
256,12800,4,0.00000000
256,12800,5,0.00402832
256,12800,6,0.00000000
256,12800,7,0.00410461
256,12800,8,0.00000000
256,12800,9,0.00000000
256,12800,10,0.00000000
256,12800,11,0.00405884
256,12800,12,0.00404358
256,12800,13,0.00404358
256,12800,14,0.00405884
256,12800,15,0.00000000
256,12800,16,0.00402832
256,12800,17,0.00399780
256,12800,18,0.00000000
256,12800,19,0.00000000
256,12800,20,0.00000000
256,12800,21,0.00407410
256,12800,22,0.00000000
256,12800,23,0.00000000
256,12800,24,0.00405884
256,12800,25,0.00402832
256,12800,26,0.00000000
256,12800,27,0.00407410
256,12800,28,0.00000000
256,12800,29,0.00000000
256,12800,30,0.00000000
256,12800,31,0.00000000
256,12800,32,0.00000000
256,12800,33,0.00000000
256,12800,34,0.00000000
256,12800,35,0.00000000
256,12800,36,0.00000000
256,12800,37,0.00000000
256,12800,38,0.00405884
256,12800,39,0.00408936
256,12800,40,0.00000000
256,12800,41,0.00410461
256,12800,42,0.00000000
256,12800,43,0.00000000
256,12800,44,0.00000000
256,12800,45,0.00413513
256,12800,46,0.00407410
256,12800,47,0.00000000
256,12800,48,0.00407410
256,12800,49,0.00410461
256,12800,50,0.00000000
256,12800,51,0.00000000
256,12800,52,0.00405884
256,12800,53,0.00000000
256,12800,54,0.00000000
256,12800,55,0.00000000
256,12800,56,0.00000000
256,12800,57,0.00000000
256,12800,58,0.00000000
256,12800,59,0.00000000
256,12800,60,0.00000000
256,12800,61,0.00401306
256,12800,62,0.00407410
256,12800,63,0.00000000
256,12800,64,0.00407410
256,12800,65,0.00407410
256,12800,66,0.00405884
256,12800,67,0.00411987
256,12800,68,0.00000000
256,12800,69,0.00000000
256,12800,70,0.00000000
256,12800,71,0.00407410
256,12800,72,0.00411987
256,12800,73,0.00000000
256,12800,74,0.00401306
256,12800,75,0.00407410
256,12800,76,0.00000000
256,12800,77,0.00408936
256,12800,78,0.00405884
256,12800,79,0.00404358
256,12800,80,0.00000000
256,12800,81,0.00000000
256,12800,82,0.00404358
256,12800,83,0.00408936
256,12800,84,0.00399780
256,12800,85,0.00000000
256,12800,86,0.00000000
256,12800,87,0.00407410
256,12800,88,0.00401306
256,12800,89,0.00000000
256,12800,90,0.00000000
256,12800,91,0.00000000
256,12800,92,0.00404358
256,12800,93,0.00000000
256,12800,94,0.00000000
256,12800,95,0.00000000
256,12800,96,0.00000000
256,12800,97,0.00000000
256,12800,98,0.00000000
256,12800,99,0.00000000
256,12800,100,0.00000000
256,12800,101,0.00000000
256,12800,102,0.00000000
256,12800,103,0.00000000
256,12800,104,0.00000000
256,12800,105,0.00407410
256,12800,106,0.00402832
256,12800,107,0.00000000
256,12800,108,0.00405884
256,12800,109,0.00410461
256,12800,110,0.00000000
256,12800,111,0.00000000
256,12800,112,0.00407410
256,12800,113,0.00399780
256,12800,114,0.00000000
256,12800,115,0.00405884
256,12800,116,0.00410461
256,12800,117,0.00000000
256,12800,118,0.00000000
256,12800,119,0.00000000
256,12800,120,0.00000000
256,12800,121,0.00000000
256,12800,122,0.00000000
256,12800,123,0.00000000
256,12800,124,0.00000000
256,12800,125,0.00396729
256,12800,126,0.00404358
256,12800,127,0.00404358
256,12800,128,0.00000000
256,12800,129,0.00407410
256,12800,130,0.00000000
256,12800,131,0.00407410
256,12800,132,0.00000000
256,12800,133,0.00000000
256,12800,134,0.00000000
256,12800,135,0.00000000
256,12800,136,0.00404358
256,12800,137,0.00000000
256,12800,138,0.00000000
256,12800,139,0.00000000
256,12800,140,0.00000000
256,12800,141,0.00000000
256,12800,142,0.00000000
256,12800,143,0.00399780
256,12800,144,0.00000000
256,12800,145,0.00000000
256,12800,146,0.00000000
256,12800,147,0.00000000
256,12800,148,0.00000000
256,12800,149,0.00000000
256,12800,150,0.00000000
256,12800,151,0.00398254
256,12800,152,0.00000000
256,12800,153,0.00000000
256,12800,154,0.00000000
256,12800,155,0.00000000
256,12800,156,0.00402832
256,12800,157,0.00000000
256,12800,158,0.00407410
256,12800,159,0.00000000
256,12800,160,0.00408936
256,12800,161,0.00000000
256,12800,162,0.00405884
256,12800,163,0.00000000
256,12800,164,0.00408936
256,12800,165,0.00402832
256,12800,166,0.00000000
256,12800,167,0.00000000
256,12800,168,0.00000000
256,12800,169,0.00000000
256,12800,170,0.00000000
256,12800,171,0.00000000
256,12800,172,0.00407410
256,12800,173,0.00000000
256,12800,174,0.00000000
256,12800,175,0.00000000
256,12800,176,0.00000000
256,12800,177,0.00000000
256,12800,178,0.00000000
256,12800,179,0.00407410
256,12800,180,0.00000000
256,12800,181,0.00402832
256,12800,182,0.00000000
256,12800,183,0.00404358
256,12800,184,0.00000000
256,12800,185,0.00000000
256,12800,186,0.00405884
256,12800,187,0.00000000
256,12800,188,0.00000000
256,12800,189,0.00000000
256,12800,190,0.00405884
256,12800,191,0.00000000
256,12800,192,0.00000000
256,12800,193,0.00404358
256,12800,194,0.00000000
256,12800,195,0.00000000
256,12800,196,0.00399780
256,12800,197,0.00000000
256,12800,198,0.00410461
256,12800,199,0.00407410
256,25600,0,0.00404358
256,25600,1,0.00402832
256,25600,2,0.00401306
256,25600,3,0.00000000
256,25600,4,0.00405884
256,25600,5,0.00000000
256,25600,6,0.00000000
256,25600,7,0.00000000
256,25600,8,0.00000000
256,25600,9,0.00401306
256,25600,10,0.00000000
256,25600,11,0.00000000
256,25600,12,0.00000000
256,25600,13,0.00000000
256,25600,14,0.00408936
256,25600,15,0.00000000
256,25600,16,0.00000000
256,25600,17,0.00000000
256,25600,18,0.00000000
256,25600,19,0.00404358
256,25600,20,0.00000000
256,25600,21,0.00410461
256,25600,22,0.00000000
256,25600,23,0.00407410
256,25600,24,0.00000000
256,25600,25,0.00000000
256,25600,26,0.00000000
256,25600,27,0.00402832
256,25600,28,0.00000000
256,25600,29,0.00000000
256,25600,30,0.00000000
256,25600,31,0.00000000
256,25600,32,0.00000000
256,25600,33,0.00000000
256,25600,34,0.00404358
256,25600,35,0.00404358
256,25600,36,0.00000000
256,25600,37,0.00000000
256,25600,38,0.00000000
256,25600,39,0.00000000
256,25600,40,0.00000000
256,25600,41,0.00404358
256,25600,42,0.00000000
256,25600,43,0.00402832
256,25600,44,0.00407410
256,25600,45,0.00000000
256,25600,46,0.00410461
256,25600,47,0.00000000
256,25600,48,0.00399780
256,25600,49,0.00410461
256,25600,50,0.00405884
256,25600,51,0.00000000
256,25600,52,0.00408936
256,25600,53,0.00000000
256,25600,54,0.00407410
256,25600,55,0.00000000
256,25600,56,0.00407410
256,25600,57,0.00402832
256,25600,58,0.00000000
256,25600,59,0.00404358
256,25600,60,0.00000000
256,25600,61,0.00000000
256,25600,62,0.00000000
256,25600,63,0.00000000
256,25600,64,0.00000000
256,25600,65,0.00000000
256,25600,66,0.00000000
256,25600,67,0.00000000
256,25600,68,0.00000000
256,25600,69,0.00000000
256,25600,70,0.00411987
256,25600,71,0.00000000
256,25600,72,0.00405884
256,25600,73,0.00000000
256,25600,74,0.00000000
256,25600,75,0.00000000
256,25600,76,0.00000000
256,25600,77,0.00405884
256,25600,78,0.00000000
256,25600,79,0.00000000
256,25600,80,0.00000000
256,25600,81,0.00000000
256,25600,82,0.00408936
256,25600,83,0.00411987
256,25600,84,0.00000000
256,25600,85,0.00000000
256,25600,86,0.00000000
256,25600,87,0.00000000
256,25600,88,0.00404358
